Last Traded Price (LTP),Last Traded Quantity,Volume,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Interest (OI),Previous Close Price,Previous Open Interest,expiry_date,strike_price,option_type,underlying,implied volatility,In the money
100.0,0,0,100.0,0,100.0,0,0,8.0,480,18JUL23,18700.0,PE,FINANCIALS,23.92,False
14.3,1450,1450,14.25,100,14.3,1600,74900,439.5,13250,27JUL23,19250.0,CE,MAINIDX,9.35,False
3934.0,0,0,3934.0,0,3934.0,0,0,9.0,0,26JUN25,18000.0,CE,MAINIDX,27.43,True
30.0,0,0,30.0,0,30.0,0,0,112.5,3650,20JUL23,17550.0,PE,MAINIDX,20.24,False
89.05,0,0,89.05,0,89.05,0,0,28.5,0,26DEC24,14000.0,PE,MAINIDX,18.68,False
3.8,0,0,3.8,0,3.8,0,0,53.0,0,27JUL23,34500.0,PE,ALLBANKS,36.5,False
11.65,0,0,11.1,50,11.6,100,31800,202.25,4800,27JUL23,50000.0,CE,ALLBANKS,22.42,False
193.65,225075,225075,193.6,25,193.75,150,1860075,3038.25,243625,06JUL23,43800.0,PE,ALLBANKS,22.72,False
334.5,3050,3050,333.1,300,333.7,300,869050,447.0,40600,27JUL23,18400.0,CE,MAINIDX,11.74,True
103.0,750,750,103.6,150,104.0,150,159500,396.0,30100,27JUL23,18350.0,PE,MAINIDX,11.23,False
0.55,0,0,0.5,1840,0.65,400,19840,784.4,23960,04JUL23,17200.0,PE,FINANCIALS,,False
1012.0,0,0,954.05,50,1027.59,25,14875,15.25,375,26OCT23,45000.0,CE,ALLBANKS,11.86,False
218.5,0,0,20.55,25,129.44,2150,0,38.5,3550,13JUL23,45800.0,CE,ALLBANKS,29.28,False
2618.0,0,0,2542.3,100,2591.15,75,25,33.25,4175,13JUL23,41500.0,CE,ALLBANKS,29.1,True
44.0,0,0,44.0,50,44.15,50,340675,90.0,9650,28DEC23,15000.0,PE,MAINIDX,20.2,False
97.75,567000,567000,97.6,50,97.75,100,4486100,3652.0,934300,06JUL23,18550.0,CE,MAINIDX,18.46,False
77.0,225,225,77.0,1425,77.5,75,24650,142.0,11225,27JUL23,45800.0,CE,ALLBANKS,12.4,False
840.0,0,0,830.05,50,979.95,50,0,37.0,250,26DEC24,21000.0,CE,MAINIDX,13.66,False
2610.5,25,25,2605.19,125,2630.65,75,34050,32.25,5650,27JUL23,41500.0,CE,ALLBANKS,,True
421.1,0,0,421.1,0,421.1,0,0,2.0,480,25JUL23,19200.0,CE,FINANCIALS,14.86,True
261.55,800,800,263.25,100,263.75,250,81150,240.0,21950,13JUL23,18800.0,PE,MAINIDX,9.7,True
4.0,221250,221250,3.95,20600,4.0,27150,5822800,11699.5,415050,06JUL23,19000.0,CE,MAINIDX,19.22,False
1605.4,0,0,0.0,0,1638.6,30,0,0.0,945,31AUG23,45400.0,PE,ALLBANKS,13.96,True
326.2,0,0,287.39,240,306.7,80,1200,33.6,1960,11JUL23,19200.0,CE,FINANCIALS,18.64,True
1316.0,0,0,1280.0,270,1292.95,15,16920,38.4,4170,31AUG23,43500.0,CE,ALLBANKS,12.14,True
115.05,43640,43640,114.75,1120,115.1,320,582600,1098.8,103480,04JUL23,19350.0,CE,FINANCIALS,,True
5.45,0,0,5.3,1000,5.45,1800,174300,341.5,16600,27JUL23,19900.0,CE,MAINIDX,13.44,False
650.04,0,0,651.35,50,664.9,100,8300,52.5,4650,31AUG23,19300.0,PE,MAINIDX,8.05,True
33.2,0,0,30.8,50,36.7,50,3000,94.0,100,28SEP23,16800.0,PE,MAINIDX,14.79,False
708.2,0,0,697.05,350,708.85,600,30750,67.0,7550,27JUL23,17950.0,CE,MAINIDX,14.28,True
3274.3,0,0,3107.85,750,3342.45,750,0,54.25,5425,06JUL23,40800.0,CE,ALLBANKS,76.12,True
1540.0,0,0,1493.65,1950,1542.65,1000,0,118.5,11850,06JUL23,17050.0,CE,MAINIDX,84.55,True
720.0,0,0,728.6,15,736.95,15,2775,24.6,420,31AUG23,43900.0,PE,ALLBANKS,13.22,False
919.0,0,0,902.8,600,907.55,440,32920,284.4,10240,04JUL23,18500.0,CE,FINANCIALS,,True
135.44,0,0,135.44,0,135.44,0,25,18.25,50,20JUL23,42600.0,PE,ALLBANKS,16.96,False
3.55,0,0,3.1,150,3.95,50,2500,405.0,13050,13JUL23,17300.0,PE,MAINIDX,21.44,False
2454.69,0,0,2400.3,30,2446.0,15,5520,19.2,2265,31AUG23,42000.0,CE,ALLBANKS,12.26,True
11.9,0,0,11.95,50,12.45,50,137750,306.0,12900,31AUG23,16500.0,PE,MAINIDX,16.36,False
28.4,350,350,27.9,50,28.4,100,56000,380.0,13150,20JUL23,18000.0,PE,MAINIDX,13.02,False
542.29,14975,14975,540.4,325,541.5,50,170725,574.5,45800,06JUL23,43600.0,CE,ALLBANKS,24.94,True
5.09,0,0,5.09,0,5.09,0,0,54.75,0,27JUL23,33000.0,PE,ALLBANKS,43.77,False
1.2,40,40,1.2,2480,1.25,8800,73840,1442.4,120880,04JUL23,18450.0,PE,FINANCIALS,,False
283.95,0,0,238.2,40,265.5,320,0,60.8,3840,11JUL23,19600.0,PE,FINANCIALS,17.06,True
69.0,0,0,59.1,50,60.75,50,0,34.5,250,31AUG23,17750.0,PE,MAINIDX,12.51,False
7.25,0,0,7.25,0,7.25,0,3450,151.0,5250,27JUL23,16850.0,PE,MAINIDX,19.77,False
407.75,0,0,407.75,0,407.75,0,0,31.0,0,31DEC26,16000.0,PE,MAINIDX,17.07,False
668.4,300,300,667.8,250,669.3,175,13975,197.75,18100,13JUL23,44500.0,PE,ALLBANKS,14.38,True
2405.8,0,0,2090.35,150,3492.1,885,0,10.5,900,31AUG23,46700.0,PE,ALLBANKS,9.15,True
1340.0,0,0,1340.0,0,1340.0,0,0,13.5,0,31DEC26,23000.0,CE,MAINIDX,12.04,False
3.3,1350,1350,3.3,3875,3.35,1525,210450,1894.25,59600,06JUL23,49000.0,CE,ALLBANKS,59.98,False
1733.45,0,0,1702.65,150,1722.6,150,6900,53.0,6000,27JUL23,16900.0,CE,MAINIDX,25.45,True
12.15,0,0,12.15,0,12.15,0,0,38.5,0,20JUL23,39500.0,PE,ALLBANKS,24.58,False
827.15,0,0,886.95,1000,909.6,200,0,85.2,8440,04JUL23,20300.0,PE,FINANCIALS,,True
2.15,0,0,2.1,1850,2.25,1950,22050,287.5,14600,13JUL23,19900.0,CE,MAINIDX,19.4,False
8.65,100,100,8.6,300,8.69,200,260550,406.5,18200,27JUL23,17100.0,PE,MAINIDX,17.76,False
3.05,51700,51700,3.0,64450,3.05,11950,2209050,3776.0,238800,06JUL23,17900.0,PE,MAINIDX,25.88,False
6.0,4025,4025,6.0,575,6.05,4575,211475,616.75,29350,06JUL23,46200.0,CE,ALLBANKS,32.55,False
5.0,400,400,5.05,25,5.2,50,14725,267.75,5250,13JUL23,50000.0,CE,ALLBANKS,32.9,False
29.7,141040,141040,29.75,2600,29.85,960,1408520,2023.6,305160,04JUL23,19550.0,CE,FINANCIALS,,False
6.1,4150,4150,6.05,100,6.1,1050,191950,362.0,19150,27JUL23,19700.0,CE,MAINIDX,11.95,False
251.05,400,400,250.75,150,251.25,250,103700,288.0,32550,13JUL23,18400.0,CE,MAINIDX,13.15,True
167.8,0,0,56.1,25,701.6,25,0,9.5,50,26OCT23,48000.0,CE,ALLBANKS,11.02,False
55.55,950,950,56.35,1100,56.65,750,73450,487.0,36450,13JUL23,18350.0,PE,MAINIDX,12.17,False
157.8,400,400,157.65,375,160.4,50,19925,51.25,4025,20JUL23,45000.0,CE,ALLBANKS,13.16,False
1014.6,0,0,998.8,50,1057.0,50,0,47.0,2850,27JUL23,19650.0,PE,MAINIDX,,True
2.04,39160,39160,2.0,12920,2.04,35760,1879600,10856.0,269240,04JUL23,18700.0,PE,FINANCIALS,,False
526.9,0,0,0.3,40,270.55,80,0,18.4,400,18JUL23,19350.0,CE,FINANCIALS,32.01,True
1337.05,0,0,0.0,0,1489.15,30,0,0.0,915,31AUG23,45200.0,PE,ALLBANKS,11.87,True
1340.0,0,0,1298.65,200,1315.5,200,6050,147.5,14550,06JUL23,17250.0,CE,MAINIDX,75.45,True
1500.0,0,0,1500.0,0,1500.0,0,0,26.0,100,27JUN24,20000.0,PE,MAINIDX,16.68,True
7.85,0,0,7.85,0,7.85,0,0,82.5,0,20JUL23,16700.0,PE,MAINIDX,25.68,False
3.1,0,0,3.1,0,3.1,0,0,102.0,0,27JUL23,15800.0,PE,MAINIDX,27.2,False
19.8,100,100,18.85,100,19.8,900,15400,182.0,11600,20JUL23,19100.0,CE,MAINIDX,10.31,False
2.0,0,0,2.0,0,2.0,0,0,15.0,0,27JUL23,11500.0,PE,MAINIDX,69.11,False
800.0,250,250,800.65,25,802.8,425,204125,252.0,13650,27JUL23,44500.0,PE,ALLBANKS,13.43,True
487.0,250,250,487.1,50,488.75,50,658800,210.5,19250,27JUL23,18200.0,CE,MAINIDX,12.55,True
736.35,0,0,708.05,200,739.7,50,2100,36.5,2425,20JUL23,43700.0,CE,ALLBANKS,14.49,True
25.0,256200,256200,24.95,2550,25.05,7000,2119450,2265.0,415550,06JUL23,18750.0,CE,MAINIDX,17.52,False
3388.4,0,0,2778.2,75,3864.7,150,0,9.75,1050,31AUG23,40900.0,CE,ALLBANKS,,True
610.0,0,0,638.79,50,641.79,50,3250,327.5,18700,06JUL23,19200.0,PE,MAINIDX,,True
63.55,150,150,63.7,1700,64.0,1450,92000,331.5,16950,27JUL23,18150.0,PE,MAINIDX,12.06,False
1106.59,25,25,1108.95,225,1113.34,50,3900,527.0,12875,06JUL23,45100.0,PE,ALLBANKS,12.35,True
108.1,1200,1200,107.6,25,107.95,100,83175,248.25,21275,13JUL23,43000.0,PE,ALLBANKS,16.62,False
65.55,0,0,67.7,50,68.2,900,13600,84.0,6700,27JUL23,41700.0,PE,ALLBANKS,16.27,False
970.6,15,15,958.15,45,981.35,15,9390,25.05,840,28SEP23,44000.0,PE,ALLBANKS,14.22,True
0.65,0,0,0.6,1920,0.65,920,18160,1124.8,69320,04JUL23,21400.0,CE,FINANCIALS,,False
0.85,0,0,0.85,17000,0.9,26800,136800,6536.5,210650,06JUL23,20150.0,CE,MAINIDX,44.88,False
2.6,50,50,2.54,50,2.6,50,21100,247.0,11350,13JUL23,19450.0,CE,MAINIDX,14.1,False
4280.0,0,0,3980.65,750,4337.7,750,0,32.75,3275,27JUL23,39900.0,CE,ALLBANKS,26.14,True
4950.0,0,0,4954.7,100,5073.95,125,0,50.0,4750,06JUL23,39000.0,CE,ALLBANKS,,True
52.15,0,0,52.15,0,52.15,0,225,18.0,2145,31AUG23,38000.0,PE,ALLBANKS,21.71,False
1.1,0,0,1.1,0,1.1,0,0,87.0,3600,27JUL23,10000.0,PE,MAINIDX,83.03,False
930.3,0,0,944.45,50,966.2,50,0,53.0,5150,31AUG23,17800.0,CE,MAINIDX,10.26,True
187.2,15050,15050,187.0,50,187.45,1100,1302400,1153.0,51400,27JUL23,18600.0,PE,MAINIDX,10.31,True
575.54,550,550,570.0,475,571.65,50,87575,130.0,20350,27JUL23,44100.0,CE,ALLBANKS,12.9,False
1039.9,0,0,1007.5,450,1013.45,450,0,167.5,16000,06JUL23,17550.0,CE,MAINIDX,61.56,True
81.75,500,500,82.15,100,82.75,50,5700,66.5,5550,13JUL23,42800.0,PE,ALLBANKS,16.98,False
2.35,38900,38900,2.29,38200,2.35,30250,824750,8402.5,149850,06JUL23,19150.0,CE,MAINIDX,22.24,False
607.04,225,225,603.85,200,606.45,25,6025,137.5,10925,13JUL23,44400.0,PE,ALLBANKS,14.58,True
204.6,19600,19600,204.4,50,204.45,50,1629650,607.0,105550,27JUL23,18600.0,CE,MAINIDX,10.88,False
167.0,2700,2700,166.95,100,167.45,750,163350,454.5,20700,27JUL23,18550.0,PE,MAINIDX,10.51,True
7.85,200,200,7.8,1150,8.0,50,21900,268.0,12800,27JUL23,16950.0,PE,MAINIDX,19.0,False
1133.55,0,0,1071.3,1000,1091.5,50,0,79.5,7150,27JUL23,19700.0,PE,MAINIDX,18.24,True
818.05,0,0,818.05,0,818.05,0,0,18.0,0,28SEP23,19800.0,PE,MAINIDX,,True
1198.34,0,0,1162.15,100,1182.25,800,3250,73.0,7750,27JUL23,17450.0,CE,MAINIDX,20.37,True
2535.0,0,0,2180.15,150,3591.6,885,0,10.5,900,31AUG23,46800.0,PE,ALLBANKS,10.5,True
837.25,0,0,778.85,100,828.15,650,0,54.5,4350,20JUL23,17800.0,CE,MAINIDX,19.06,True
446.15,0,0,433.5,350,442.25,100,2450,80.5,5900,28SEP23,18700.0,CE,MAINIDX,11.5,False
142.65,197500,197500,142.6,150,142.85,250,757150,1838.5,101500,06JUL23,18650.0,PE,MAINIDX,16.45,True
801.7,0,0,788.8,50,790.8,100,305900,77.5,11050,31AUG23,18000.0,CE,MAINIDX,12.27,True
3.05,0,0,3.05,0,3.05,0,844200,350.0,16600,27JUL23,15000.0,PE,MAINIDX,34.73,False
3701.25,0,0,3701.25,0,3701.25,0,0,0.0,50,24JUN27,19000.0,CE,MAINIDX,13.7,False
1038.34,0,0,30.2,25,1029.15,175,0,9.25,550,20JUL23,43300.0,CE,ALLBANKS,15.7,True
256.6,0,0,257.55,15,262.0,375,825,9.45,1335,31AUG23,42100.0,PE,ALLBANKS,14.64,False
2.1,0,0,2.1,450,2.2,1800,213450,324.5,21950,27JUL23,22000.0,CE,MAINIDX,26.06,False
38.29,1750,1750,37.95,600,38.15,850,124150,469.0,32650,27JUL23,19050.0,CE,MAINIDX,9.55,False
6.25,50,50,6.1,150,6.2,1550,17600,353.5,18950,13JUL23,19150.0,CE,MAINIDX,11.64,False
3220.0,0,0,3262.9,180,3338.55,15,0,20.7,2355,31AUG23,41000.0,CE,ALLBANKS,,True
3.15,0,0,3.15,0,3.15,0,0,36.5,0,28DEC23,12000.0,PE,MAINIDX,24.91,False
894.85,0,0,900.7,100,912.3,25,1225,82.75,7650,13JUL23,43300.0,CE,ALLBANKS,15.98,True
326.64,0,0,327.14,600,332.5,50,3750,15.5,2450,28SEP23,18650.0,PE,MAINIDX,10.69,True
5.95,100,100,5.85,1850,6.0,1150,9200,336.5,9550,13JUL23,17750.0,PE,MAINIDX,15.93,False
180.0,0,0,180.0,0,180.0,0,0,13.75,450,26OCT23,39000.0,PE,ALLBANKS,18.32,False
1317.05,0,0,1262.75,400,1290.05,100,0,258.0,3675,27JUL23,45200.0,PE,ALLBANKS,14.42,True
770.75,0,0,772.75,1000,819.3,1000,0,107.5,10350,13JUL23,17800.0,CE,MAINIDX,10.68,True
192.65,151350,151350,192.1,100,192.4,50,2827400,2969.75,511425,06JUL23,44200.0,CE,ALLBANKS,22.97,False
80.9,10700,10700,79.95,50,80.2,800,304100,408.0,68600,13JUL23,18700.0,CE,MAINIDX,11.76,False
1.0,32040,32040,0.95,17200,1.0,7240,66880,2913.2,132240,04JUL23,20450.0,CE,FINANCIALS,,False
166.75,450,450,168.5,150,169.1,450,25750,201.5,17400,13JUL23,18650.0,PE,MAINIDX,10.72,True
534.29,0,0,492.85,50,524.95,100,0,7.0,1850,31AUG23,19100.0,PE,MAINIDX,9.79,True
1998.0,425,425,1991.15,125,1995.75,50,12175,138.5,15075,06JUL23,46000.0,PE,ALLBANKS,,True
1720.0,0,0,1701.0,200,1714.0,200,73200,72.0,6250,27JUL23,42500.0,CE,ALLBANKS,13.79,True
161.25,74500,74500,160.5,75,160.8,150,1037700,3429.75,137825,06JUL23,43700.0,PE,ALLBANKS,23.11,False
2232.9,0,0,2291.5,75,2325.19,100,0,69.0,6000,06JUL23,41700.0,CE,ALLBANKS,,True
282.6,0,0,280.6,100,286.35,375,6350,62.25,3850,20JUL23,43500.0,PE,ALLBANKS,14.37,False
0.5,0,0,0.5,1520,0.55,40,8240,736.4,23280,04JUL23,17100.0,PE,FINANCIALS,,False
0.65,40,40,0.65,360,0.7,6920,77160,2037.2,98720,04JUL23,20900.0,CE,FINANCIALS,,False
3.55,120840,120840,3.5,28280,3.55,11040,1208960,4710.8,189640,04JUL23,19800.0,CE,FINANCIALS,,False
1554.3,0,0,1554.3,0,1554.3,0,0,9.0,25,28DEC23,46500.0,CE,ALLBANKS,17.63,False
1229.59,0,0,1221.95,3250,1254.59,150,0,149.5,14950,06JUL23,19800.0,PE,MAINIDX,,True
433.8,225,225,432.9,30,435.5,375,89685,88.2,4575,31AUG23,43000.0,PE,ALLBANKS,13.85,False
131.9,1100,1100,131.19,800,132.0,150,300400,232.0,11500,31AUG23,18200.0,PE,MAINIDX,11.0,False
6.85,0,0,6.55,1800,7.25,1800,7200,192.5,17100,20JUL23,19400.0,CE,MAINIDX,11.54,False
341.35,0,0,349.65,120,351.05,40,11000,447.6,20120,04JUL23,19750.0,PE,FINANCIALS,,True
384.55,0,0,367.5,50,371.35,150,8900,93.5,7550,13JUL23,18250.0,CE,MAINIDX,15.86,True
774.15,0,0,760.0,150,761.95,300,74900,220.0,19250,06JUL23,17800.0,CE,MAINIDX,42.74,True
1178.65,0,0,1260.2,25,1330.95,50,0,29.25,2875,13JUL23,45300.0,PE,ALLBANKS,,True
1.95,0,0,1.95,0,1.95,0,0,169.0,4600,13JUL23,20050.0,CE,MAINIDX,20.95,False
7.3,25100,25100,7.2,400,7.3,4000,1702250,666.5,118550,27JUL23,19500.0,CE,MAINIDX,10.49,False
1545.3,0,0,1683.05,1500,1971.6,1000,0,60.5,6050,27JUL23,16750.0,CE,MAINIDX,,True
270.25,725,725,271.5,300,272.64,50,15125,227.25,20350,13JUL23,43700.0,PE,ALLBANKS,15.35,False
546.1,25,25,546.25,275,550.25,100,17100,59.25,4850,20JUL23,44000.0,CE,ALLBANKS,13.88,False
1280.0,0,0,1277.4,200,1291.65,50,4600,42.0,4200,31AUG23,20000.0,PE,MAINIDX,,True
580.0,50,50,580.45,50,584.04,100,674850,147.5,2550,28DEC23,19000.0,PE,MAINIDX,11.3,True
159.75,126000,126000,160.0,50,160.05,1200,760450,2312.0,139400,06JUL23,18450.0,CE,MAINIDX,19.2,True
832.0,0,0,824.1,50,839.2,50,0,69.0,5500,27JUL23,19450.0,PE,MAINIDX,,True
30.5,900,900,30.25,1500,30.5,50,89150,448.0,23800,27JUL23,17850.0,PE,MAINIDX,13.29,False
235.0,0,0,235.0,0,235.0,0,0,26.0,200,18JUL23,19700.0,CE,FINANCIALS,23.06,False
2.15,16200,16200,2.1,8550,2.15,19800,459300,2217.0,110000,06JUL23,17750.0,PE,MAINIDX,29.37,False
1932.25,0,0,1932.25,0,1932.25,0,0,0.0,885,31AUG23,45900.0,PE,ALLBANKS,13.52,True
120.0,300,300,118.45,150,120.25,650,30850,163.5,17650,20JUL23,18700.0,CE,MAINIDX,10.99,False
192.9,40,40,188.3,40,198.05,120,1280,110.0,2880,11JUL23,19350.0,CE,FINANCIALS,14.64,True
288.64,2200,2200,289.05,300,289.75,900,411250,336.0,29400,27JUL23,18800.0,PE,MAINIDX,9.46,True
1138.5,75,75,1133.4,50,1146.9,25,21225,74.75,5275,27JUL23,43200.0,CE,ALLBANKS,13.03,True
1031.09,0,0,968.0,5100,1004.95,300,0,168.0,16800,06JUL23,19550.0,PE,MAINIDX,57.16,True
786.0,925,925,779.65,50,781.65,25,27925,419.0,20750,06JUL23,43300.0,CE,ALLBANKS,26.94,True
2781.45,0,0,2466.15,100,2555.05,25,0,33.75,2575,27JUL23,41600.0,CE,ALLBANKS,25.76,True
687.9,75,75,689.0,50,691.35,100,35100,83.75,9925,27JUL23,44300.0,PE,ALLBANKS,13.52,True
345.2,5450,5450,346.55,100,347.5,550,65450,1017.5,41200,06JUL23,18900.0,PE,MAINIDX,,True
222.45,2650,2650,221.5,25,222.3,25,745925,222.75,22650,27JUL23,45000.0,CE,ALLBANKS,12.51,False
1.55,11200,11200,1.5,22850,1.55,24850,541150,15678.0,134400,06JUL23,19600.0,CE,MAINIDX,33.62,False
7012.1,0,0,6972.4,25,7115.8,750,50,43.75,5100,06JUL23,37000.0,CE,ALLBANKS,116.38,True
759.8,0,0,744.9,200,748.2,200,89700,83.0,8700,27JUL23,17900.0,CE,MAINIDX,15.18,True
185.0,0,0,187.3,200,195.2,50,3050,97.0,5550,20JUL23,18650.0,PE,MAINIDX,9.9,True
382.05,125,125,382.1,75,383.85,25,52175,113.75,6650,27JUL23,43600.0,PE,ALLBANKS,13.91,False
39.6,3050,3050,39.75,100,40.35,100,882950,397.0,23600,31AUG23,17500.0,PE,MAINIDX,12.62,False
1270.0,0,0,1299.8,75,1309.84,75,2075,557.0,14550,06JUL23,45300.0,PE,ALLBANKS,,True
1432.0,0,0,1416.5,25,1434.75,225,1900,458.0,13700,06JUL23,42600.0,CE,ALLBANKS,33.23,True
2.45,0,0,2.04,850,3.4,600,0,317.0,5700,13JUL23,16850.0,PE,MAINIDX,26.85,False
0.55,120,120,0.5,240,0.55,2600,59600,1872.0,62320,04JUL23,21600.0,CE,FINANCIALS,,False
314.85,0,0,314.85,0,314.85,0,0,18.0,0,25JUN26,16000.0,PE,MAINIDX,15.97,False
13.2,0,0,13.2,0,13.2,0,70800,300.75,6350,27JUL23,38000.0,PE,ALLBANKS,27.07,False
2979.35,0,0,2987.7,750,3339.65,750,0,36.5,3650,27JUL23,40900.0,CE,ALLBANKS,,True
9.19,9600,9600,9.15,4350,9.25,5750,163875,2320.0,37750,06JUL23,41900.0,PE,ALLBANKS,34.85,False
437.05,2900,2900,435.65,75,436.75,25,245775,297.25,41575,13JUL23,44000.0,CE,ALLBANKS,15.39,False
762.0,0,0,658.5,150,685.35,100,0,37.75,1075,20JUL23,44400.0,PE,ALLBANKS,16.03,True
342.0,100,100,341.85,200,342.9,200,50750,147.0,9950,13JUL23,18900.0,PE,MAINIDX,9.1,True
7970.7,0,0,7979.5,25,8046.5,225,24050,24.75,2525,27JUL23,36000.0,CE,ALLBANKS,,True
427.9,0,0,400.65,450,485.5,50,1400,39.5,5000,20JUL23,18250.0,CE,MAINIDX,14.32,True
25.1,0,0,25.1,0,25.1,0,0,18.0,0,31AUG23,17050.0,PE,MAINIDX,14.66,False
2.45,75,75,2.4,13200,2.45,21950,671050,1905.75,347100,06JUL23,50500.0,CE,ALLBANKS,72.35,False
102.0,0,0,25.0,40,57.9,40,0,80.8,2960,11JUL23,19800.0,CE,FINANCIALS,23.08,False
601.54,0,0,583.54,50,600.45,50,0,0.5,3700,28SEP23,18450.0,CE,MAINIDX,11.98,True
476.65,0,0,476.65,0,476.65,0,0,26.8,440,25JUL23,19700.0,CE,FINANCIALS,31.69,False
2499.0,0,0,2499.0,0,2499.0,0,0,17.5,0,25DEC25,21000.0,CE,MAINIDX,21.58,False
5.4,0,0,5.4,0,5.4,0,8050,189.0,6050,20JUL23,19600.0,CE,MAINIDX,13.21,False
1067.2,0,0,1028.8,300,1054.9,300,0,182.5,17150,06JUL23,19600.0,PE,MAINIDX,52.26,True
320.0,0,0,320.0,0,320.0,0,0,20.5,150,27JUN24,20000.0,CE,MAINIDX,7.14,False
268.1,0,0,257.6,150,263.6,100,2200,48.5,4800,20JUL23,18450.0,CE,MAINIDX,12.44,True
260.7,0,0,114.35,40,229.85,320,40,31.6,320,11JUL23,19550.0,PE,FINANCIALS,17.9,True
1347.25,0,0,1314.1,15,1332.0,15,5760,23.1,2130,28SEP23,44000.0,CE,ALLBANKS,12.79,False
1202.59,0,0,165.75,25,1185.15,75,0,1.5,100,20JUL23,43100.0,CE,ALLBANKS,16.38,True
79.45,320,320,78.95,80,81.95,40,9680,103.6,9360,11JUL23,19600.0,CE,FINANCIALS,14.34,False
1051.0,0,0,1038.34,15,1043.95,15,1815,28.8,2610,31AUG23,43900.0,CE,ALLBANKS,11.79,True
2800.0,0,0,2459.0,50,2859.45,50,0,11.0,250,26OCT23,16000.0,CE,MAINIDX,12.5,True
127.0,504100,504100,126.8,700,127.05,500,8374200,4322.0,947800,06JUL23,18500.0,CE,MAINIDX,18.86,True
2140.85,0,0,2171.6,50,2213.1,100,0,17.0,850,28DEC23,17000.0,CE,MAINIDX,16.77,True
413.3,0,0,401.6,250,0.0,0,3350,2.5,0,28SEP23,18850.0,PE,MAINIDX,10.33,True
11.25,4000,4000,11.3,4100,11.4,2550,42050,630.0,38000,13JUL23,17950.0,PE,MAINIDX,14.36,False
2144.69,0,0,2152.69,75,2227.8,100,0,65.5,5750,06JUL23,46200.0,PE,ALLBANKS,,True
882.9,150,150,879.9,50,884.0,500,219650,118.0,10400,27JUL23,19500.0,PE,MAINIDX,,True
2.54,0,0,2.4,50,2.8,50,2950,290.5,18050,13JUL23,19600.0,CE,MAINIDX,16.02,False
75.59,150,150,74.34,1075,75.0,175,11125,132.0,10000,13JUL23,45100.0,CE,ALLBANKS,14.58,False
50.45,402500,402500,50.25,1650,50.35,900,2557800,3765.5,233600,06JUL23,18450.0,PE,MAINIDX,17.95,False
338.0,0,0,345.0,375,349.65,375,1275,50.0,1950,20JUL23,43700.0,PE,ALLBANKS,13.87,False
20.45,17900,17900,20.39,725,20.45,275,678175,1673.0,77100,06JUL23,45100.0,CE,ALLBANKS,23.26,False
185.4,1050,1050,183.95,100,185.05,50,259450,179.0,10850,31AUG23,18400.0,PE,MAINIDX,10.63,False
5589.55,0,0,5549.15,100,5587.85,50,551900,40.5,4250,27JUL23,13000.0,CE,MAINIDX,43.68,True
123.1,67900,67900,122.65,275,122.9,200,1202050,2404.25,253125,06JUL23,44400.0,CE,ALLBANKS,22.65,False
199.95,125,125,200.05,25,201.05,25,33900,191.25,6350,27JUL23,42900.0,PE,ALLBANKS,14.57,False
17.85,0,0,17.85,0,17.85,0,0,51.5,0,31AUG23,16550.0,PE,MAINIDX,17.2,False
1376.15,0,0,1420.25,300,1447.05,150,2300,49.25,3075,27JUL23,45400.0,PE,ALLBANKS,11.22,True
216.8,2300,2300,215.8,400,216.5,250,32050,259.0,30500,13JUL23,18450.0,CE,MAINIDX,12.97,True
175.0,20760,20760,174.9,40,175.35,80,140800,1478.0,47680,04JUL23,19550.0,PE,FINANCIALS,,True
261.3,500,500,260.2,350,261.14,900,25300,180.5,11200,27JUL23,18750.0,PE,MAINIDX,9.75,True
2500.0,0,0,2500.0,0,2500.0,0,0,9.5,0,25DEC25,19000.0,CE,MAINIDX,13.12,False
839.3,0,0,804.05,6550,813.45,50,6300,219.0,22000,06JUL23,17750.0,CE,MAINIDX,51.87,True
3.45,0,0,3.45,0,3.45,0,0,454.25,0,13JUL23,50500.0,CE,ALLBANKS,33.74,False
108.9,5700,5700,108.3,50,108.35,50,1587750,451.0,73600,27JUL23,18800.0,CE,MAINIDX,10.22,False
493.15,175,175,490.05,50,491.8,50,20700,216.75,19375,13JUL23,44200.0,PE,ALLBANKS,14.86,True
745.0,0,0,670.05,50,767.95,250,0,24.0,600,31DEC26,17000.0,PE,MAINIDX,18.75,False
585.4,325,325,587.54,50,589.54,100,63675,139.5,11825,27JUL23,44100.0,PE,ALLBANKS,13.58,True
26.4,6100,6100,26.25,400,26.4,4250,555500,796.0,69150,13JUL23,18900.0,CE,MAINIDX,11.17,False
299.45,0,0,300.6,600,302.39,50,4300,122.5,7350,13JUL23,18850.0,PE,MAINIDX,9.27,True
3.2,400,400,3.15,3350,3.2,550,182925,919.75,49550,06JUL23,39000.0,PE,ALLBANKS,66.84,False
108.55,133300,133300,108.4,50,108.6,150,2262300,3310.75,181575,06JUL23,43500.0,PE,ALLBANKS,23.72,False
9.3,0,0,9.05,4300,9.25,25,75250,82.5,3550,27JUL23,36000.0,PE,ALLBANKS,33.98,False
1926.9,0,0,1871.75,25,1899.4,250,1850,32.75,3850,27JUL23,42300.0,CE,ALLBANKS,15.3,True
